dTLB-loads,time,branch-load-misses,L1-dcache-load-misses,cpu-used,p
1973854825,1.602,36730638,76297608,1.215,0.95
2440363798,1.727,48907955,76992807,1.317,0.95
1972448189,1.524,33262799,79921958,1.203,0.95
1885448398,1.601,43763104,72282891,1.193,0.95
1885136558,1.487,36154216,76515239,1.206,0.95
2148753467,1.668,49676409,73841258,1.294,0.95
1906997321,1.661,48662380,75050316,1.206,0.95
2314480852,1.669,46100730,79511951,1.311,0.95
2398856436,1.645,48395711,78053153,1.352,0.95
2114139206,1.463,37140476,77966124,1.254,0.95
2015116442,1.546,42412958,75476977,1.297,0.95
2071967408,1.701,33516757,82320309,1.244,0.95
1829083579,1.436,32605510,74352606,1.255,0.95
2475988309,1.426,33249690,83291698,1.428,0.95
3351627159,5.513,63700438,137171845,1.027,2.53
3204738553,4.331,58052170,135003533,1.206,2.53
3087016657,3.721,59230399,132069684,1.285,2.53
3422743445,3.673,60555257,132047650,1.351,2.53
3043174432,3.119,56923551,140380262,1.293,2.53
3424197877,3.896,81608770,137212991,1.384,2.53
3147226897,3.518,57679725,141026904,1.376,2.53
3055921811,3.399,58346771,137158574,1.351,2.53
2986252622,3.505,58196914,139357178,1.372,2.53
3277658565,3.684,58373938,139415677,1.368,2.53
3369639147,3.347,62916008,134529409,1.479,2.53
3045098804,3.305,59303791,135018080,1.44,2.53
3028285761,3.274,59910916,133331377,1.42,2.53
3735407608,3.635,61191861,135293420,1.519,2.53
3153878767,3.295,63118168,133107988,1.467,2.53
2973652312,3.583,60464736,133093307,1.412,2.53
5651272193,14.356,100102808,272525064,1.001,5.87
5633804846,10.012,95251364,253800762,1.252,5.87
5310299679,10.79,139781245,254255497,1.272,5.87
5234119508,9.038,158569481,240428451,1.373,5.87
5153897228,8.065,97857303,260835111,1.438,5.87
5530032658,8.242,102002881,244519944,1.473,5.87
5372888526,8.102,102001128,257550848,1.462,5.87
5311736603,7.512,99638548,255129408,1.505,5.87
5829077492,7.988,102428139,262815184,1.53,5.87
5304389155,7.383,107762744,246111199,1.517,5.87
5982273314,7.647,103766081,256987407,1.588,5.87
5228965051,9.22,123936395,249873346,1.444,5.87
5577661709,7.187,99750768,250199072,1.565,5.87
5332037132,7.27,104915149,252430271,1.556,5.87
5571875028,7.997,98599363,263518348,1.55,5.87
5214734566,7.478,98004634,252577634,1.532,5.87
2249564550,0.889,29169471,55554727,1.094,0.67
2102836681,0.5,29019388,59230704,1.231,0.67
2482020632,0.442,27471716,62719045,1.469,0.67
2153101839,0.394,28680782,58455317,1.398,0.67
2086360141,0.558,27984927,67059282,1.32,0.67
2320079484,0.47,29556604,59408301,1.512,0.67
2392752673,0.366,28966648,63570351,1.583,0.67
2547829367,0.354,28405646,68096773,1.655,0.67
2818546445,0.51,30407061,71495478,1.716,0.67
2495360922,0.433,30889078,67882296,1.648,0.67
2506896196,0.437,29201344,71309910,1.674,0.67
2212242111,0.38,31707885,65103769,1.614,0.67
2535265599,0.442,29441771,66445576,1.717,0.67
2378570922,0.432,33869526,65815653,1.72,0.67
2196903983,0.395,28782716,71516164,1.693,0.67
2383316652,0.45,28661297,68639591,1.754,0.67
4101688216,2.605,50870175,115556637,0.977,1.95
4513044342,1.606,49494026,111739694,1.362,1.95
3896597587,1.087,50476343,100762034,1.39,1.95
4019966424,0.963,49866045,102690092,1.554,1.95
4467317461,1.545,54504012,110555559,1.453,1.95
4710672645,1.301,52642213,118599704,1.701,1.95
4243892138,0.895,50705197,112600636,1.675,1.95
4430934881,0.81,49316329,99829146,1.754,1.95
5247514526,1.402,53566357,125492572,1.92,1.95
4194047942,0.898,55429953,97388682,1.704,1.95
4069017650,0.801,53963943,106265510,1.805,1.95
5439382975,1.167,56665431,138257029,2.27,1.95
5163428627,1.477,58218386,137112032,2.058,1.95
4876424536,1.114,57222262,141635507,2.257,1.95
4212484715,0.858,51493802,126757605,1.996,1.95
4407591621,0.924,54540768,111470956,1.987,1.95
18462784018,14.843,291845805,429942714,1.01,11.67
17350730852,7.562,284163074,355776263,1.498,11.67
17481615823,5.577,286161473,353725007,1.819,11.67
17259318672,4.784,289258466,359361556,2.013,11.67
17973525944,8.14,292651162,404306656,1.582,11.67
17333321141,4.726,293785012,351954728,2.036,11.67
17664548091,4.144,298189606,375920667,2.332,11.67
18270752101,4.123,293374951,417229691,2.635,11.67
18542498423,6.159,300850816,444338676,2.166,11.67
19131357177,4.745,309769614,439384392,2.58,11.67
18769035286,4.059,302915182,446035456,2.812,11.67
19305989805,4.091,309018311,462386238,2.887,11.67
20592851603,6.455,318765444,535566289,2.716,11.67
19809234512,4.294,309261076,472466129,3.058,11.67
19986492284,4.364,319801447,518238445,3.32,11.67
20599513150,4.498,316452371,521546277,3.47,11.67
1756755518,0.522,31075632,44485411,0.995,0.46
2276646156,0.296,29122917,50959351,1.541,0.46
2214436782,0.24,28941894,46042959,1.624,0.46
2217304164,0.19,27774058,52503284,1.615,0.46
1892465406,0.181,31434345,45615075,1.495,0.46
1722905928,0.186,32493215,47519953,1.405,0.46
1710350098,0.181,30298067,49640745,1.351,0.46
2044466829,0.214,28539327,52117825,1.476,0.46
1799917037,0.222,30654728,46823127,1.345,0.46
1671121320,0.224,30779067,48947967,1.322,0.46
1830851761,0.179,33912320,42337179,1.371,0.46
1721983222,0.209,25933474,50655119,1.356,0.46
1949285885,0.216,30012253,47358788,1.538,0.46
2148684017,0.182,37890448,45687899,1.651,0.46
1929968221,0.222,25788591,49248836,1.37,0.46
2017503891,0.238,31024275,48346203,1.489,0.46
3457326914,1.495,57962942,93717999,1.298,1.3
3849731097,0.817,58870655,92899551,1.765,1.3
3659044540,0.65,64492169,89724676,1.814,1.3
3574721371,0.535,56747002,96878467,1.853,1.3
3817101895,0.448,60728078,91975614,2.017,1.3
3673538406,0.495,61560840,92749334,1.962,1.3
3564086255,0.429,68951478,89876605,2.04,1.3
3668544658,0.48,63905135,91732742,1.987,1.3
3415944575,0.472,62115630,85040994,1.903,1.3
3461655425,0.408,61311051,94603966,1.969,1.3
3674106193,0.442,64738127,87967596,2.085,1.3
3459528634,0.393,54635709,93152579,1.974,1.3
3710819884,0.401,64675023,89565177,2.062,1.3
3662772042,0.462,56788945,95734194,1.955,1.3
3654369123,0.423,62579757,91280591,2.026,1.3
3724139037,0.489,57740521,96866008,2.052,1.3
11861826503,6.112,207908434,284148313,1.725,5.39
12009095957,3.26,204946785,298634103,2.595,5.39
11824667393,2.374,204311917,302096952,3.011,5.39
12343296371,1.717,203785077,298601805,3.42,5.39
11698805675,1.473,205594320,306792555,3.657,5.39
11906522442,1.381,201387468,307030816,3.721,5.39
12046027094,1.246,204456956,307439100,3.858,5.39
12053699856,1.281,206172050,303128376,3.927,5.39
11778508747,1.289,206458023,301495266,3.95,5.39
11873790588,1.338,202032674,301448400,3.89,5.39
11911128162,1.306,201432272,297154551,3.954,5.39
11790429636,1.316,206051785,297690428,3.885,5.39
11617746557,1.254,212036262,299511333,4.004,5.39
11905316137,1.32,205884546,295371758,3.893,5.39
11723012337,1.239,203911679,305214964,4.047,5.39
11676754187,1.305,209423318,291597139,4.07,5.39
2003652872,0.608,28632258,32957825,1.253,0.46
2010758682,0.4,27645119,35011554,1.41,0.46
1886775130,0.308,30943162,34200279,1.431,0.46
2201690200,0.28,28420264,37033336,1.709,0.46
1898710064,0.308,28285980,41627825,1.535,0.46
2585898211,1.385,42359401,49710974,1.138,1.05
2614844624,0.895,45040361,45391775,1.396,1.05
2450039230,0.646,40430296,54688309,1.511,1.05
2779057531,0.555,43608680,57160843,1.783,1.05
3310318435,0.519,52367197,56902153,2.217,1.05
5023263816,4.051,94020774,62092266,0.997,3.04
5169633370,2.711,101319739,65693247,1.408,3.04
5364882585,1.791,102940043,67977395,1.848,3.04
5512815951,1.506,104853387,66414838,2.267,3.04
5942716746,1.334,107506113,72599806,2.673,3.04
2340092262,0.828,38390895,44644724,1.107,0.73
1992887954,0.509,35236752,46842085,1.205,0.73
2654959312,0.418,34687544,45205799,1.51,0.73
2278390221,0.371,39602236,42877807,1.364,0.73
2288363119,0.411,44059664,42973673,1.414,0.73
2422718684,0.315,36816646,49452123,1.565,0.73
2094353236,0.322,38407833,48847516,1.393,0.73
2321393392,0.309,38877503,50167614,1.403,0.73
2243699359,0.306,39580917,48519753,1.381,0.73
2804622083,0.298,34845809,53627721,1.723,0.73
2237278098,0.296,27180458,51387532,1.488,0.73
2492251384,0.3,37960633,52258120,1.532,0.73
2196242038,0.375,48660018,45939837,1.44,0.73
2308721597,0.393,44180559,47869957,1.562,0.73
2755561009,0.313,39338420,55041670,1.677,0.73
2949890542,0.318,38879956,55774941,1.751,0.73
5742007252,3.081,90475922,67895994,1.025,2.74
5676956840,1.803,100927049,65693633,1.389,2.74
5625781019,1.378,98439760,70405245,1.642,2.74
5655938504,1.071,97840204,66781752,1.82,2.74
5751316016,1.001,95391482,80800407,1.849,2.74
5652967036,0.884,89762521,75633129,1.902,2.74
5621597787,1.031,115152132,67843239,1.887,2.74
5819425225,0.847,94991106,69460401,1.969,2.74
5444647975,0.86,95286696,83856679,1.935,2.74
5918613060,0.832,97093249,68512126,1.966,2.74
5517420128,0.859,89849010,70823516,2.0,2.74
5810275084,1.021,111470016,71291545,2.043,2.74
5733677664,1.015,116167238,68175347,1.941,2.74
5756412592,1.011,116641693,66586201,1.986,2.74
6024451534,0.839,99251462,74922026,2.066,2.74
6106453282,0.837,96031908,74885413,2.238,2.74
18821843204,11.514,321338821,158660389,0.98,10.24
18745324747,6.016,301433896,124725241,1.646,10.24
19225116165,4.48,299920757,131464445,2.192,10.24
18522913291,3.663,327576704,132700479,2.367,10.24
18348218685,2.875,295206146,138890648,2.734,10.24
18550485437,2.537,280908788,153112844,2.984,10.24
18745875834,2.472,293469649,162724933,3.092,10.24
19204049854,2.282,286812650,143425839,3.201,10.24
19071348759,2.281,274996904,151423035,3.107,10.24
18937358972,2.263,285394699,152957533,3.18,10.24
18939036425,2.271,289265469,152395578,3.174,10.24
19169064935,2.221,276927756,154336643,3.283,10.24
18380966452,2.588,312132697,165564145,3.101,10.24
19021912482,2.566,318239604,145532927,3.046,10.24
18566279290,2.535,302046207,148883434,3.112,10.24
18388547418,2.216,270618926,148587215,3.23,10.24
1767776443,0.395,14419946,54741640,1.227,0.36
1467843675,0.24,15219934,45822436,1.208,0.36
1704472719,0.263,18320270,50889419,1.452,0.36
2021809540,0.303,15057625,47747905,1.691,0.36
3413375730,0.621,18451234,52746625,2.246,0.36
4136441363,0.661,15433727,59633209,2.629,0.36
4545812913,0.748,21755419,57648477,2.954,0.36
4337650407,0.71,20061616,60427338,3.026,0.36
6128023340,0.975,19900309,62929403,3.779,0.36
5934964738,0.847,19614818,66727579,4.041,0.36
9032191355,1.178,19178639,73830545,5.075,0.36
9339010645,1.135,19854550,70639767,5.177,0.36
11549223899,1.396,21536742,84930975,6.352,0.36
8937581915,1.183,23015824,82268089,5.987,0.36
7917597520,1.083,23846688,89084417,6.192,0.36
16547778054,1.67,29573124,86904999,8.055,0.36
3124877829,1.888,17983298,62534881,1.114,1.77
3068113115,0.982,15683095,65254424,1.501,1.77
3123965949,0.801,17081022,69969010,1.738,1.77
3689577408,0.762,16345518,83908540,2.141,1.77
4753643550,0.996,17857148,84902777,2.495,1.77
6266149524,1.213,18805161,84983469,3.02,1.77
6846176932,1.239,18361526,84441172,3.412,1.77
5738085528,0.923,22504363,85011377,3.42,1.77
5896124512,0.918,22018977,99285199,3.765,1.77
10907197238,1.521,24616447,99074730,5.079,1.77
12400139747,1.639,23219917,102980588,5.688,1.77
14956957263,1.903,24128015,107004829,6.482,1.77
8034896832,0.968,22907826,98786691,5.256,1.77
14920500448,1.822,26793445,110914286,7.368,1.77
18192776840,2.046,26954614,121760253,8.241,1.77
12006604278,1.566,30152339,122377268,7.862,1.77
10397002008,9.932,24072542,127496922,1.025,9.36
10759005511,5.201,20074161,130722362,1.811,9.36
11040551816,3.837,19798129,139352141,2.409,9.36
11756456970,3.134,19517962,145233909,3.041,9.36
13160871042,2.92,20705807,147437715,3.57,9.36
14162849052,2.87,25457845,148012860,4.041,9.36
15262675872,2.654,21674887,156876359,4.485,9.36
13774785903,2.116,25503446,156553641,4.903,9.36
22316549417,3.27,23150695,166717000,5.969,9.36
14259348200,1.953,27078493,163237835,5.739,9.36
23084685689,2.89,28541354,177150245,7.026,9.36
23482073245,2.739,26036554,176302711,7.411,9.36
26851306246,2.992,33372147,181573386,8.245,9.36
22602699246,2.399,29381337,183832371,8.204,9.36
18364925539,1.937,30943131,182858904,8.161,9.36
22252564457,2.271,32597665,194499400,9.173,9.36
1960748221,0.823,23342538,48015548,1.123,0.87
2097992974,0.445,21159024,47629601,1.448,0.87
2048011251,0.31,20532443,49112212,1.546,0.87
1885873312,0.231,21842313,40931744,1.499,0.87
1978360540,0.214,19992499,47339838,1.572,0.87
2324388085,0.216,20296900,49577204,1.827,0.87
2047104426,0.163,22896017,43698699,1.67,0.87
1853846833,0.124,21526816,46011077,1.573,0.87
2480072395,0.172,22722839,48441204,2.054,0.87
2311915695,0.116,20608450,43891428,1.997,0.87
2037931161,0.116,21737066,42980316,1.794,0.87
2065348928,0.119,22407423,45116292,1.786,0.87
2157601134,0.119,24781176,44364527,1.959,0.87
3021030172,0.179,24270975,52999100,2.45,0.87
2432753121,0.126,23830084,42855812,2.083,0.87
2563564024,0.14,23279934,48567728,2.335,0.87
4581724859,3.398,45367955,87764096,1.114,3.34
4293416866,1.639,38306605,86072485,1.574,3.34
4284523077,1.214,41740111,87534472,1.946,3.34
4444139614,0.908,42196001,86503248,2.221,3.34
4645927300,0.809,41891671,89353667,2.427,3.34
5234876868,0.835,43670579,88187918,2.792,3.34
4434981471,0.532,39193299,83102188,2.642,3.34
4539251333,0.524,40194080,88046308,2.784,3.34
4526605701,0.423,40458024,86701408,2.789,3.34
5155182324,0.426,40843500,91581776,3.167,3.34
4362483822,0.343,37942641,88289489,2.852,3.34
4421056062,0.322,39457939,90200798,2.971,3.34
4693542846,0.322,41157703,86361658,3.138,3.34
4839271762,0.325,41894260,90033146,3.253,3.34
4841295864,0.331,42566828,88473915,3.344,3.34
5927506512,0.467,46238280,101094725,4.048,3.34
13947803741,13.399,131833742,243952614,1.01,13.44
14212086379,6.427,102914970,248010180,1.861,13.44
14152481374,4.391,108200536,244407521,2.559,13.44
14234137782,3.324,110048706,240886913,3.1,13.44
14685396026,2.813,110272191,249891706,3.642,13.44
13895445781,2.219,114305615,247429132,4.008,13.44
14792523633,2.033,113729546,252842347,4.58,13.44
14924360133,1.855,110399698,251423494,4.778,13.44
14814457643,1.643,112031705,248929881,5.089,13.44
17430798473,1.947,125736823,281119227,5.898,13.44
15324083862,1.447,114888435,258315225,5.812,13.44
15864086991,1.461,120177730,263189408,6.119,13.44
15331977141,1.26,118181463,260555380,6.377,13.44
16007247500,1.264,117939277,267868426,6.694,13.44
15617077989,1.116,118461528,265228460,6.802,13.44
15800236090,1.066,118067597,269015978,7.172,13.44
2033131602,1.133,14994802,46967182,0.991,1.06
2205225474,0.639,16062807,44704086,1.336,1.06
2158131868,0.477,14580483,49772608,1.388,1.06
2531311418,0.394,15364418,49517770,1.606,1.06
2125430610,0.368,14628644,48594237,1.472,1.06
2021649331,0.339,16466488,47640066,1.491,1.06
2259264754,0.316,16966997,46178466,1.671,1.06
2403083839,0.299,18206746,48244433,1.779,1.06
2260377642,0.307,15811536,52333387,1.676,1.06
2119538155,0.285,16908475,47162696,1.693,1.06
2950524071,0.285,19799495,49809458,2.105,1.06
2125544988,0.271,15544993,47872139,1.664,1.06
2063891959,0.273,16183679,49311865,1.645,1.06
2150058755,0.257,15652968,50415715,1.634,1.06
2500314881,0.257,17030564,49176922,1.949,1.06
2408354516,0.261,16512875,54976586,1.808,1.06
4705656233,3.452,18501541,85793711,1.059,3.24
4628581777,1.908,20383474,86270298,1.52,3.24
4452650739,1.363,18169059,87076874,1.698,3.24
4031336900,1.095,18069280,87574556,1.765,3.24
4169583364,0.939,18039508,78846221,1.895,3.24
4459742045,0.846,19373133,82271413,2.054,3.24
4275758432,0.766,19430326,80660927,2.115,3.24
4180080860,0.706,19138995,85113664,2.129,3.24
4634802898,0.672,20590462,85057393,2.389,3.24
4177413768,0.654,17885462,85184935,2.294,3.24
4179320406,0.629,18397856,84696985,2.306,3.24
4384804557,0.615,21867407,88243044,2.406,3.24
4384171996,0.585,19966085,89944660,2.398,3.24
4816374765,0.557,19918226,88573127,2.581,3.24
4965294391,0.584,20799635,89183873,2.741,3.24
4241466088,0.547,19936093,87257855,2.49,3.24
9730428160,9.446,26525515,140187206,0.933,8.86
10168117363,5.003,27465438,142435366,1.554,8.86
9802805104,3.637,24828920,138789916,1.866,8.86
9617141962,2.872,29716340,137716147,2.155,8.86
9793176865,2.474,24697490,140534145,2.32,8.86
9989497573,2.126,26973624,141038874,2.571,8.86
9891665304,1.923,25572346,138148962,2.688,8.86
9687344701,1.805,26562199,142072593,2.815,8.86
9964114364,1.695,27750772,145007272,2.972,8.86
9665718538,1.592,25770768,138293456,2.989,8.86
9978104290,1.469,26244172,138078900,3.096,8.86
9958306831,1.43,25048378,141191511,3.183,8.86
9812330111,1.354,25737712,142241667,3.127,8.86
9879468114,1.343,28875083,145200626,3.3,8.86
9896195522,1.304,25404015,145194867,3.321,8.86
9794212498,1.272,27131186,145095264,3.374,8.86
1515323351,0.324,19056644,41279648,1.155,0.34
1715112233,0.206,16588455,41245630,1.317,0.34
1539456276,0.183,21612959,42080674,1.255,0.34
1658511482,0.171,16906705,40994713,1.344,0.34
1456404713,0.165,15728254,46702666,1.195,0.34
1306984330,0.161,20696727,44750015,1.147,0.34
1595132422,0.147,17015429,39521176,1.29,0.34
1564181256,0.145,17344742,44379476,1.278,0.34
1366887828,0.146,22135065,46699546,1.182,0.34
1576653286,0.142,20088574,42558195,1.353,0.34
1337904252,0.145,17883025,38538350,1.149,0.34
1259910320,0.143,16438235,43424563,1.127,0.34
1950331088,0.373,17760486,40843355,1.375,0.34
1746777894,0.144,19703613,42854272,1.423,0.34
1833132562,0.144,19248102,43650209,1.447,0.34
1281612022,0.144,18614138,41197274,1.159,0.34
2914509847,1.441,31931712,98415683,0.998,1.26
3123924265,0.793,31981916,84731031,1.34,1.26
2914632910,0.584,35775087,89475986,1.404,1.26
2790120738,0.476,30178474,98325368,1.467,1.26
3271107444,0.414,31451430,101718541,1.689,1.26
2973490957,0.605,32726213,97631734,1.491,1.26
3112663386,0.33,33734896,88774101,1.669,1.26
3382613598,0.325,32985389,96909868,1.875,1.26
3016174065,0.33,33067326,98263378,1.688,1.26
3134951595,0.329,31579230,93837103,1.717,1.26
3421227988,0.334,35040892,84664014,1.818,1.26
3210791769,0.337,35829003,101103352,1.843,1.26
2994264072,0.348,32137592,98509385,1.704,1.26
3078408915,0.34,32921734,96256176,1.647,1.26
3132202006,0.341,36718507,87824199,1.723,1.26
3232967972,0.71,34440583,92454767,1.487,1.26
7346983810,4.462,73642187,222122091,0.955,4.16
7084594996,2.371,70262416,230038631,1.445,4.16
7240969291,1.666,72089788,240244119,1.79,4.16
7043022407,1.29,63377648,245357402,1.921,4.16
7124538480,1.313,66266382,238954785,1.949,4.16
7171645460,0.943,69658727,233838115,2.19,4.16
7185766325,0.841,72508170,227551902,2.232,4.16
7098816555,0.804,67138216,248925425,2.31,4.16
7155241119,0.803,69551478,235167793,2.311,4.16
7153239399,0.801,69831022,225870628,2.269,4.16
7395833032,0.825,70000450,211685602,2.289,4.16
7133475449,1.167,68423805,236854748,2.066,4.16
7641902679,0.843,68779286,235428386,2.491,4.16
7212929340,0.882,73496711,219491582,2.338,4.16
7038681524,0.863,73347136,231911228,2.331,4.16
6891181299,0.853,69095950,245044717,2.303,4.16
2297710757,1.027,21750913,66400498,1.148,1.0
2157944649,0.54,21747937,68583489,1.35,1.0
2061707016,0.382,23677368,64913817,1.428,1.0
2596930428,0.302,21720249,65216307,1.847,1.0
1952385178,0.262,22129845,65979540,1.534,1.0
2130135958,0.217,20652948,67556755,1.608,1.0
2130210132,0.199,21354721,66441570,1.608,1.0
2154964371,0.184,21844754,64424193,1.646,1.0
2072232509,0.168,20137326,64474156,1.649,1.0
2128012518,0.166,22566297,58882420,1.73,1.0
2118957556,0.15,20042444,67038742,1.733,1.0
2031821105,0.152,22389453,64711441,1.717,1.0
2118203348,0.138,21949416,60755121,1.673,1.0
2350092367,0.138,21500344,62799859,1.897,1.0
2145844915,0.137,20228595,67990447,1.782,1.0
2320162211,0.139,25367761,59330553,2.008,1.0
3349490350,2.158,27839651,99151834,1.041,2.11
3304423264,1.126,28628622,100612532,1.454,2.11
3345792768,0.78,30818551,95698472,1.689,2.11
3457078350,0.601,30044982,89772921,1.896,2.11
3258843339,0.504,27728128,100695931,1.941,2.11
3242151744,0.43,28050369,103039738,2.002,2.11
3418435609,0.389,29450037,94849785,2.087,2.11
3680296665,0.356,28590829,94651227,2.311,2.11
3394031570,0.311,29053562,106791450,2.193,2.11
3427190386,0.302,30662414,95519081,2.267,2.11
3201237436,0.281,27320237,103720434,2.239,2.11
3672958135,0.269,28869114,96928749,2.54,2.11
3277215653,0.259,27412833,104887312,2.31,2.11
3417708564,0.25,27138413,96056372,2.45,2.11
3372231287,0.244,29273008,89846669,2.474,2.11
3728678520,0.239,28901814,97186277,2.712,2.11
21498000797,19.484,130638569,658085385,1.008,19.04
21501338353,10.081,132440648,671272334,1.855,19.04
21866691721,6.957,130684214,658092231,2.562,19.04
21453777844,5.284,133519478,675017794,3.122,19.04
21585597837,4.346,130083874,664107844,3.755,19.04
21563315405,3.88,129964500,657435136,4.051,19.04
21719189591,3.195,131223648,651600816,4.567,19.04
21596999694,2.962,132857947,661392580,4.879,19.04
21928076514,2.556,134674913,649237604,5.371,19.04
22103882045,2.365,130752074,654377126,5.635,19.04
21871317674,2.217,133521711,659971521,5.856,19.04
21738017637,2.057,130074294,650459415,6.138,19.04
21578025309,1.932,131863105,663810887,6.034,19.04
21735429475,1.809,132260041,654122899,6.559,19.04
21721220353,1.69,132612494,642642209,6.89,19.04
22005292334,1.663,132040775,649550326,7.064,19.04
1516425025,0.342,16974210,40444348,1.1,0.15
1528623704,0.267,19555567,42512192,1.176,0.15
1294024823,0.26,20553365,33424117,1.076,0.15
1513159148,0.255,16619877,38232576,1.21,0.15
1805175938,0.234,20779409,33131300,1.593,0.15
2363151056,1.345,25664049,60038515,1.045,0.61
2710371637,1.079,28618533,63542322,1.312,0.61
2477364186,0.932,29350042,51043485,1.361,0.61
2292827715,0.896,21882494,52740530,1.51,0.61
2415257185,0.869,30754658,45098154,1.699,0.61
6811883465,5.884,38154164,159470064,1.024,2.73
6774378240,4.401,45647454,143882832,1.286,2.73
6786469427,3.772,72209467,158834554,1.507,2.73
6774852867,3.493,75646381,150280704,1.803,2.73
7169444672,3.24,47650901,132181127,2.262,2.73
1798998246,0.554,17069055,36114218,1.219,0.52
1428720532,0.31,18244700,38599829,1.209,0.52
1771530728,0.228,14062981,39571717,1.465,0.52
1536699142,0.186,18207572,36598558,1.427,0.52
1614380443,0.163,17421786,33280525,1.507,0.52
1690006013,0.154,15626414,37548412,1.555,0.52
1449478931,0.162,17031181,37746271,1.412,0.52
1368061704,0.134,16868343,39652616,1.38,0.52
1760378191,0.153,16731714,36549269,1.736,0.52
1753032401,0.15,15292279,40572961,1.652,0.52
1460058122,0.142,16575827,38042485,1.503,0.52
1735073381,0.146,14128521,43547461,1.584,0.52
1950338321,0.134,16667009,41579586,1.825,0.52
1657832402,0.149,15238040,40971744,1.549,0.52
1702754029,0.132,17036993,37502167,1.658,0.52
1610077182,0.141,16989642,36038939,1.6,0.52
3515874396,2.236,20921400,63622865,1.229,2.1
2827463668,1.19,19913540,60774451,1.438,2.1
2948834398,0.836,24286846,53387746,1.653,2.1
3042378302,0.674,21895174,55819165,1.896,2.1
3190449214,0.586,20449772,56755691,2.122,2.1
2866495879,0.507,20893173,56713840,2.029,2.1
3113512120,0.478,23591816,62525406,2.159,2.1
3017235026,0.478,20162672,63581225,2.235,2.1
3286038987,0.446,21528920,62771733,2.459,2.1
3100893371,0.427,20562963,60773743,2.354,2.1
2913613071,0.417,18856809,60241252,2.325,2.1
3450444981,0.363,21518030,62897137,2.57,2.1
2986145901,0.385,21359860,62361142,2.296,2.1
2972250683,0.396,20190055,57440728,2.551,2.1
3493232157,0.38,21822394,63230816,2.722,2.1
3199858671,0.38,20483747,63337655,2.641,2.1
8412407085,9.018,43756628,145730225,1.014,8.45
8682038118,5.085,43911421,144419911,1.731,8.45
8690336066,3.466,42876734,148770715,2.282,8.45
8734708691,2.748,43726253,152265500,2.692,8.45
8424759316,2.353,42314816,149604840,2.964,8.45
8681264974,2.015,45444775,151625869,3.273,8.45
8712698760,1.792,42305981,147426250,3.476,8.45
8494970264,1.672,43309180,158030268,3.651,8.45
8882348874,1.603,38163754,155674002,3.986,8.45
8685590539,1.52,43534580,145374552,3.973,8.45
9082258123,1.378,39687288,149982539,4.309,8.45
9223883584,1.308,41875527,155960782,4.403,8.45
9062797205,1.293,41610500,156257593,4.511,8.45
8962704687,1.325,44512754,145816956,4.562,8.45
8867914664,1.286,41280471,147863050,4.66,8.45
8751275903,1.183,41475405,146661767,4.715,8.45
1188974641,0.136,18106493,33057187,1.075,0.12
1489204436,0.094,18732663,31618250,1.34,0.12
1333430675,0.08,15952591,33841779,1.207,0.12
1386852062,0.073,15924557,37193501,1.248,0.12
1254655688,0.075,16034722,34867229,1.175,0.12
1186564226,0.069,15490528,34254219,1.158,0.12
1796843186,0.074,20165325,28878128,1.518,0.12
1575780082,0.072,16929710,36524096,1.36,0.12
1515666577,0.072,18894455,30630597,1.346,0.12
1731659683,0.079,17283042,36799913,1.461,0.12
1629603026,0.079,15625606,34531276,1.426,0.12
1203745668,0.08,16695889,33927351,1.165,0.12
1787799510,0.086,24064876,32083126,1.522,0.12
1187900981,0.085,18351034,34725396,1.146,0.12
1397516961,0.085,18375614,31468220,1.238,0.12
1341416103,0.091,17037622,27384607,1.357,0.12
2215212313,0.848,37885797,34557162,1.04,0.73
2578112218,0.513,42333216,30816383,1.32,0.73
2452071723,0.392,41639003,32049087,1.285,0.73
2608234947,0.337,39257718,35225352,1.545,0.73
2471499693,0.305,35299700,36706421,1.435,0.73
2509437693,0.286,42603780,33234469,1.453,0.73
2500533218,0.304,41897386,33664903,1.466,0.73
2631190060,0.266,37781477,36476564,1.564,0.73
2432060257,0.282,39084012,33510669,1.561,0.73
2350534810,0.278,38553278,35472560,1.554,0.73
2441424739,0.28,38592744,37059063,1.564,0.73
2533923158,0.279,44190971,34993841,1.629,0.73
2593411496,0.277,37744030,36881645,1.675,0.73
2300821341,0.266,40367050,34065414,1.553,0.73
2543060492,0.275,39751452,36740479,1.631,0.73
2637323800,0.282,41681190,35677708,1.758,0.73
11360349916,6.309,204205981,62833695,1.015,5.69
11464205572,3.476,207581592,61402541,1.604,5.69
11635311668,2.441,205482261,47980633,2.043,5.69
11410154677,2.088,203052444,55980968,2.276,5.69
12163667379,1.725,204569778,48102403,2.67,5.69
11744154864,1.567,210890507,49256461,2.674,5.69
11736463619,1.448,215973389,49892522,2.775,5.69
11971395267,1.382,208560548,57893096,3.056,5.69
11438314469,1.31,207016194,48773676,2.98,5.69
11939486819,1.232,213401854,50218573,3.199,5.69
11764672996,1.221,212606578,51448861,3.149,5.69
11457153243,1.202,213175645,57347505,3.345,5.69
11482794474,1.183,213416221,51317619,3.306,5.69
11595421261,1.149,204402258,50921906,3.481,5.69
11609465187,1.082,210443984,53327289,3.474,5.69
11740415100,1.131,213324734,72452111,3.674,5.69
1278244135,0.157,17110077,38575736,1.154,0.14
1201622761,0.117,18458053,35473262,1.138,0.14
