L1-icache-load-misses-percent,iTLB-load-misses-percent,L1-icache-loads,cpu-clock,instructions,iTLB-loads,cpu-cycles,dTLB-loads,L1-dcache-loads,user-time,task-clock,input-size
1.28,0.0,5838740745,13.76,10294033317,5731839380,32271618036,5181548454,5332800020,11.69,13.77,2
1.14,0.0,6034104210,14.47,11097746248,6022865115,33830133772,5559199787,5790372329,11.93,14.48,2
1.66,0.02,2024721481,3.04,4638707501,1867656685,6704453064,2281425686,2401169275,0.68,3.04,0
1.92,0.02,1847533124,2.79,4070335511,1693103182,6271965214,2199198397,2180231407,0.67,2.8,0
1.82,0.02,1906167452,2.86,4255677379,1806795607,6458493362,2292827551,2177980181,0.69,2.86,0
1.66,0.01,2166408469,3.13,4664924673,2000079404,7002553407,2453928980,2451419452,0.71,3.14,0
2.01,0.02,1912446280,3.12,4704878264,1823232385,6918090131,2317544824,2327564187,0.76,3.13,0
2.31,0.02,1882833375,3.07,4479994843,1863951487,6887908716,2239670085,2250253935,0.76,3.08,0
2.21,0.02,1863300867,3.27,4500132477,1848197422,7262184999,2307138396,2288376847,0.79,3.29,0
2.14,0.02,1942047089,3.31,4738017716,1849076062,7312550342,2426104829,2430409921,0.74,3.32,0
2.02,0.02,2089308891,3.54,5026379233,1975060643,7836878129,2513881616,2640130295,0.77,3.55,0
1.83,0.01,2294872915,3.86,5065696167,2337010760,8597645912,2823331357,2717067291,0.8,3.87,0
1.95,0.02,1993168520,3.56,4726509320,1907108679,7861326624,2532945479,2522398482,0.79,3.58,0
2.03,0.02,2064156006,3.7,4966508412,1883324099,8183616329,2459869520,2559521935,0.85,3.72,0
2.23,0.02,2226333799,3.78,5027753341,2244112837,8451834220,2669947689,2553626347,0.82,3.8,0
2.33,0.02,1959439563,3.77,4665362192,2166425597,8302070661,2524347262,2589927153,0.83,3.78,0
2.23,0.02,2003108158,3.78,4556708220,1917684761,8226529114,2443398087,2603416535,0.84,3.8,0
2.34,0.02,2017295643,3.82,5127353945,1897534764,8264677363,2515087422,2573443598,0.88,3.84,0
1.53,0.01,3142948369,4.67,8734131126,3186766721,10754370970,4235705210,4422720131,1.93,4.67,1
1.27,0.01,3444678014,5.1,9041864251,3336042655,11666968223,4616687173,4605215559,2.02,5.11,1
1.3,0.01,3283958105,4.76,8969244075,3483646462,10755664269,4495409187,4379796473,1.93,4.77,1
1.34,0.01,3177480188,4.71,8774426534,3285795837,10704096964,4240250593,4354788461,2.0,4.72,1
1.61,0.01,3279777503,5.19,9069187990,3413200318,11837003527,4460138724,4532931057,2.15,5.21,1
1.52,0.01,3287419207,5.48,8907836131,3305408241,12171745427,4515008214,4724669862,2.14,5.5,1
1.57,0.01,3006662755,4.64,8480545761,2993371937,10493998373,4162992346,4165939043,2.05,4.66,1
1.44,0.01,3325899027,5.04,8353914642,3241747351,11451219560,4324803436,4381516349,2.13,5.06,1
1.47,0.01,3143642628,4.64,8451044058,3035658043,10500928475,4278400820,4007377079,2.09,4.66,1
1.45,0.01,3136974031,4.77,8194579036,2976530546,10621001857,4302929004,4173143852,2.09,4.79,1
1.67,0.01,3109933022,4.93,8333872417,3088685899,11196830651,4141399232,4150809847,2.07,4.95,1
1.48,0.01,3389797443,5.55,8556547135,3288690079,12495347838,4430274232,4584846840,2.14,5.57,1
1.73,0.02,3554471719,6.92,8949326873,3658029475,15345053995,4876179687,5078802910,2.4,6.96,1
1.64,0.02,3868548580,7.65,9863902576,4024912862,16567999685,5312885390,5549244139,2.46,7.7,1
1.72,0.02,3650750258,6.54,9014909871,3426846232,14531721301,4857072970,4770779150,2.29,6.58,1
1.7,0.01,3503635639,6.41,9349615111,3665605830,14237139141,4697131469,4777087401,2.32,6.44,1
0.72,0.0,15264384574,19.3,42986310576,15113344655,45348745185,18440486220,18304661028,12.47,19.32,2
0.65,0.0,14676380923,17.79,41556576984,14685779799,41664808273,17498637036,17551893482,12.3,17.81,2
0.66,0.0,14470345704,18.14,41319880328,14448883003,41701428581,17460349419,17310007796,12.6,18.17,2
0.66,0.0,14533984353,17.64,40027670817,14469023447,41046427815,17253081687,16979799305,12.58,17.68,2
0.79,0.0,15213552700,20.0,42574109235,15008749738,45814313971,18399664725,18454776787,12.86,20.05,2
0.71,0.0,14820227754,18.51,42420311283,14757411912,42987194480,17424734165,17431531119,12.63,18.55,2
0.81,0.0,15416433161,20.79,43299796847,15184090004,47692392874,18491317374,18586204284,13.19,20.86,2
0.9,0.0,15749656969,22.01,43667352805,15896785998,50558035697,18786274713,18960426451,13.48,22.09,2
0.87,0.01,16185959894,22.88,44432759632,16326696737,52573664603,19130819778,19440935483,13.67,22.96,2
0.96,0.01,16453129214,25.02,45370052532,16561864354,56781690639,20305303225,20135978835,13.96,25.11,2
0.9,0.01,16043388227,22.94,43719301043,15765176676,52216658311,19134515600,18954639044,13.76,23.02,2
0.92,0.01,16151481996,24.56,43996633223,16374428774,55125508769,19917705086,20137462294,13.82,24.65,2
1.11,0.01,17686677218,29.55,47169523723,17446362911,67343882594,21804213022,21658531269,15.13,29.67,2
1.08,0.01,17849843586,30.65,47246499911,17660849779,69715545599,21503929088,21739445701,15.2,30.78,2
1.01,0.01,16934189214,26.89,45447763857,16778493632,60840250170,20476524792,20393400665,14.45,27.02,2
1.14,0.01,18367309884,32.95,48034736893,18105950940,74016846284,22449717810,22700143091,15.74,33.1,2
1.24,0.0,8624986094,11.12,31164165395,8573208952,26080806338,13742640844,14129027735,8.65,11.12,0
1.12,0.0,8619536034,12.25,30561853928,8515117077,27567954984,13903378880,13857064627,9.59,12.25,0
1.14,0.0,8731156222,12.18,30846662099,8863637048,27897886152,13963632303,14247127974,9.37,12.19,0
1.18,0.0,8565339944,11.77,31217877054,8688667092,26831253252,13871803278,14264935022,9.29,11.78,0
1.2,0.0,8801614168,12.18,31763602856,8669063433,27773489506,13998176157,14287684967,9.45,12.19,0
1.23,0.0,8930056874,12.34,31281088388,8770364053,28564815890,14044198750,14311022376,9.68,12.36,0
1.18,0.0,9142150553,13.81,32050244105,8902471806,31368551168,14451590718,14542219613,10.87,13.83,0
1.25,0.0,8645748563,11.84,31466887278,8675389689,26270761959,13821292230,14293133775,9.28,11.85,1
1.23,0.0,8589030251,12.23,31329370471,8629790967,27648392105,13699229610,14307910265,9.58,12.24,1
1.06,0.0,8685455744,11.86,30548342818,8628213770,27687111222,14129579220,13990132834,9.29,11.87,1
1.12,0.0,8648367079,11.76,31157370777,8727922630,27194769976,13887143077,14282775221,9.09,11.77,1
1.09,0.0,8822678660,12.2,31043561482,8658238313,27803567392,14418170696,14258547723,9.45,12.21,1
1.13,0.0,8890345166,12.7,31621368687,8696316590,28953812746,14354993377,14115200512,9.96,12.71,1
1.21,0.0,9022680435,13.87,31390978513,9004684962,31691201575,14608309410,14439594658,10.89,13.89,1
1.18,0.0,8776789414,11.38,30654154415,8813938429,26587051916,14280778184,14068890835,8.71,11.39,2
1.09,0.0,8645360798,12.3,31186687512,8693380380,27756411029,14201342553,14029290012,9.52,12.31,2
1.17,0.0,8519778624,11.66,30955277248,8523760457,27443473364,13865036015,14180827671,9.24,11.67,2
1.25,0.0,8501914143,11.52,31518373694,8597873363,26961594326,13921771801,14076861269,8.99,11.53,2
1.14,0.0,8906021264,12.23,31921250910,8815336393,27862464642,14175574500,14376906433,9.48,12.24,2
1.14,0.0,9105196780,12.83,31326124576,9021120736,29381856743,14423235358,14573550726,9.71,12.84,2
1.21,0.0,8716987851,13.37,31307807156,8799805447,30443924266,14376514969,14193205475,10.68,13.39,2
1.5,0.02,1885809450,2.68,4071965974,1795233160,6032948583,1813623548,1950329207,0.7,2.69,0
1.69,0.01,1958003250,2.88,4356436042,2068466654,6357658655,2052811480,2131756480,0.72,2.89,0
2.06,0.02,1681464361,2.5,3648032413,1563396580,5591177486,1791594937,1759939408,0.7,2.51,0
1.8,0.02,1752515880,2.58,3757282272,1684956844,5755535813,1803260331,1773374396,0.72,2.59,0
1.67,0.02,1833932445,2.66,3611750382,1741927684,5913378184,1839611669,1875721448,0.74,2.67,0
2.55,0.02,1572944130,2.47,3760264932,1599762599,5594637196,1675442142,1708624166,0.74,2.48,0
1.45,0.01,2132226845,2.96,3995025229,2051230067,6566470185,2139547657,2162054522,0.72,2.97,0
1.39,0.02,1988387514,2.8,4232893756,1806163687,6309351170,1887683022,1996538994,0.74,2.81,0
1.7,0.01,2078339581,3.22,4808127911,2349266531,7082642789,2365622070,2340035930,0.71,3.23,0
1.53,0.02,1812990718,2.59,3792665282,1697807877,5766083933,1787383501,1792400425,0.72,2.6,0
1.72,0.02,1700975674,2.56,3763382988,1740705183,5736586513,1790632487,1766837798,0.75,2.57,0
2.31,0.02,1745720977,2.64,4024252203,1687057676,5850953217,1771330968,1850610200,0.77,2.65,0
1.65,0.02,1785988956,2.54,3756145047,1714024626,5737321854,1762274927,1740085084,0.72,2.55,0
1.87,0.02,1799942198,2.63,4018255686,1646976347,5905486650,1754917730,1838300425,0.71,2.64,0
2.42,0.01,1751570309,2.61,4059688939,1782982349,5894846374,1860788874,1877545854,0.71,2.62,0
1.75,0.02,1846847140,2.64,3922491942,1554818137,5906918975,1851701392,1770741009,0.73,2.65,0
1.13,0.01,3289639466,4.6,8245528300,3307588115,10670418611,3568653582,3519272979,2.56,4.6,1
1.08,0.01,3098201601,4.47,7620549454,3093335559,10297813567,3417941510,3438025776,2.58,4.47,1
0.78,0.01,3760312570,5.17,8371863488,3638775207,11681856408,3952397186,3953107046,2.61,5.18,1
0.98,0.01,3432301586,5.03,8031824156,3485636510,11369524246,3821632427,3726643651,2.72,5.04,1
1.01,0.01,3532115435,5.11,8264163394,3361671000,11607737510,3706671078,3802405280,2.73,5.11,1
1.33,0.01,3311980282,4.91,8133452960,3240251979,11195393863,3642615855,3698190980,2.74,4.92,1
1.05,0.01,3272752434,4.78,7855476011,3158507148,10900512049,3569995503,3564196647,2.69,4.79,1
1.09,0.01,3177171542,4.75,7855136310,3165032421,10826527250,3425737118,3561621531,2.73,4.76,1
1.07,0.01,3523959842,5.28,8550465476,3621734779,11990602953,3964512918,4020766028,2.72,5.29,1
1.11,0.01,3210528954,4.73,7460379554,3152080619,10738428729,3528586583,3479969280,2.71,4.74,1
1.31,0.01,3020089935,4.65,7728644074,3206231871,10751539182,3414076864,3327078652,2.73,4.66,1
1.33,0.01,3004858922,4.75,7674583740,3123863957,10867582148,3463878801,3486387823,2.78,4.76,1
1.09,0.01,3207536514,4.87,7869716385,3213022678,11060697841,3497781830,3718068781,2.71,4.88,1
1.26,0.01,3271407068,4.75,8191253300,3158476487,10984709517,3587216179,3543506729,2.67,4.76,1
0.99,0.01,3520529410,5.15,8337739315,3730225986,11692142289,3770884960,3740896029,2.74,5.16,1
1.3,0.01,3234252501,4.72,7819904102,3105115835,10851268393,3433898778,3449523465,2.73,4.72,1
0.44,0.0,10382363028,15.08,27819471664,10283501296,35434689057,12015118379,11943587537,12.79,15.09,2
0.52,0.0,10202438571,16.71,27951386750,10198178109,39354967712,11846697204,11848978015,14.47,16.72,2
0.59,0.0,10479296177,16.33,28525479594,10512088875,38078232416,12157591394,12154020610,13.71,16.34,2
0.5,0.0,10534410852,17.53,28405936184,10693430452,41086292310,12129768630,12188661629,14.88,17.54,2
0.53,0.0,10368493535,16.66,28027393477,10344642592,38771128308,11945858292,12045882634,14.29,16.67,2
0.48,0.0,10227678591,17.94,28237690111,10295046991,41945878223,11927415843,11984478734,15.51,17.95,2
0.53,0.0,10286727544,16.85,28036782559,10153219363,39339670287,11845687334,11855506497,14.66,16.86,2
0.48,0.0,10214532820,17.21,28003526922,10138655313,40115001228,11843367580,12038980749,14.84,17.23,2
0.57,0.0,10038151656,17.63,28008272553,10039489039,41338651019,11723696721,11811881411,15.44,17.65,2
0.56,0.0,10309421118,17.32,28509194813,10540307377,40332859006,12093482772,12087392996,14.79,17.34,2
0.54,0.0,10127188946,17.37,27777315550,10092067460,40540004492,11707443648,11802614893,15.17,17.38,2
0.52,0.0,10134287075,16.76,27900557850,10246660051,39019342618,11806696436,12045714565,14.39,16.77,2
0.56,0.0,10355388720,17.95,28654100188,10546815073,41928736394,12185734532,12161750148,15.3,17.96,2
0.51,0.0,10260056802,17.61,27898041584,10277695502,41079678592,11922388097,11833399108,15.27,17.62,2
0.48,0.0,10307504790,18.78,28291958970,10384603851,43741312079,11966261619,11980187782,16.33,18.79,2
0.51,0.0,10060511567,17.42,28107110993,10249779527,40761775209,11931474140,11779468193,15.07,17.44,2
2.12,0.02,1587444324,2.28,3348338248,1422347544,5115089640,1604920558,1677118848,0.55,2.29,0
1.89,0.02,1705633809,2.47,3603140549,1559287523,5511078014,1686572573,1829723064,0.61,2.48,0
1.93,0.02,1527950529,2.33,3660338835,1519513711,5330915914,1669281317,1727440443,0.66,2.34,0
2.14,0.02,1650311026,2.57,3668727025,1527358695,5812813328,1741817642,1835421978,0.8,2.57,0
1.73,0.01,2049104271,3.01,4469837777,1964880872,6836653284,2168144413,2055168650,0.97,3.02,0
1.46,0.01,2166469893,3.07,5428617700,2040418198,6983152881,2353250402,2346028802,1.27,3.08,1
1.57,0.01,2224065275,3.23,5329214682,2174219120,7310521545,2427637312,2466622021,1.43,3.23,1
1.48,0.01,2611773935,3.73,6090514781,2596398689,8461644771,2937166934,2908529851,1.46,3.73,1
1.39,0.01,2773388735,3.97,6533382856,2652342955,8955913606,2955518057,2956779211,1.73,3.98,1
1.32,0.01,2391385924,4.18,6014231349,2281482301,9436922970,2693580003,2770863997,2.37,4.19,1
0.8,0.01,4505067810,5.72,12324526421,4330063723,13271905144,4967598758,5054015196,3.64,5.72,2
0.98,0.01,4417489725,6.1,12180304317,4585312399,14183753288,5205215677,5110057105,4.07,6.11,2
0.79,0.01,5158006880,7.02,13530184543,5153797254,16233064049,5800471408,5877588811,4.32,7.03,2
0.92,0.01,5044101954,7.12,13586994677,5087810920,16553907243,5903249828,5616895453,4.9,7.13,2
0.88,0.01,4856014711,8.72,13974459691,5014510462,20182222840,5914252190,6145002193,6.58,8.72,2
1.86,0.01,1970220689,2.57,4446055211,1945333152,5850349384,2024398409,2216654217,0.8,2.57,0
2.02,0.01,2009987761,2.62,4011257403,2007879932,5901781244,2130462344,2044001408,0.86,2.63,0
1.35,0.01,2030299553,2.75,4568202020,2077755527,6265716750,2247047795,2247043737,0.82,2.76,0
1.76,0.01,1989517999,2.61,4037824086,1966144205,5869854714,2152860003,2131678090,0.82,2.61,0
1.63,0.01,2482281151,3.27,5047887085,2568442212,7231872040,2668836663,2587272421,0.92,3.27,0
1.49,0.01,2059913079,2.64,4238770265,2108607231,5961719342,2196550125,2087467460,0.86,2.65,0
1.72,0.01,1901019641,2.69,4710774198,2044765792,6088000924,2238397556,2245972545,0.86,2.7,0
1.96,0.01,2106729727,2.81,4237603404,2157255536,6397037820,2323526618,2118569941,0.98,2.82,0
1.51,0.01,2140848095,2.73,4063858681,2113122864,6158401924,2287830677,2099479755,0.91,2.74,0
1.84,0.01,1987291021,2.79,4729062217,2148269296,6368694703,2203060523,2402194042,0.92,2.8,0
1.47,0.01,2299184625,2.95,4686698680,2239620806,6626291576,2429068075,2359307136,0.95,2.95,0
1.5,0.02,2230866892,3.01,4796682021,1858743741,6776145937,2400538025,2458776787,0.98,3.02,0
2.45,0.01,2098922644,3.11,5159770545,2456315389,7079809468,2396825137,2484656121,1.07,3.11,0
1.72,0.01,1997267406,2.97,4948651975,2087725017,6732738700,2259968316,2455165549,1.02,2.98,0
2.57,0.01,1822428088,2.93,5040231994,2264001663,6707977243,2155611083,2321292378,1.1,2.93,0
1.95,0.01,1954970238,2.95,4865871604,2307484218,6687884857,2405968459,2355235459,1.04,2.96,0
0.79,0.01,4814816691,5.22,11445641095,4801621542,11983743539,5656183834,6070392030,3.06,5.23,1
0.77,0.01,4854690293,5.04,10718721940,4533067006,11608919239,5719888426,5624951992,3.11,5.05,1
0.79,0.01,4593631470,5.17,11190316148,4539642571,12047534573,5406134564,5672001632,3.34,5.18,1
0.95,0.01,4836468998,5.23,11475911388,4738118218,12094979693,5764009748,5947652274,3.13,5.24,1
0.84,0.01,4661014214,4.99,10447767173,4764933164,11521549835,5813966544,5367343030,3.14,5.0,1
1.16,0.01,4905667150,5.25,10715638619,4656820358,12118104010,5737992726,5527438365,3.32,5.26,1
0.65,0.01,4772045485,5.34,11397306295,4888194934,12315980572,5936713703,5855654490,3.24,5.35,1
0.58,0.01,5247494794,5.78,12148311518,5144840632,13219715170,6307845951,6208716792,3.19,5.78,1
1.18,0.01,4846551942,5.59,11714159939,4954162544,12848713511,5717890860,5981672328,3.41,5.6,1
0.93,0.01,4943907264,5.52,11801096308,5024763351,12712080285,5986453135,6032243890,3.28,5.53,1
0.92,0.01,4534523405,5.21,11241799612,4732044602,12104596799,5797926460,5626027260,3.35,5.22,1
1.17,0.01,4764386659,5.41,11453196142,4623094135,12543169239,5895263951,5642440580,3.44,5.42,1
1.27,0.01,4619201700,5.49,11318418515,4944443168,12645769717,5741291177,5716166795,3.5,5.49,1
0.79,0.01,4737705599,5.27,11173675742,4544825672,12182042423,5613071015,5832455342,3.33,5.28,1
0.97,0.01,4846889328,5.52,11629356651,4792795956,12632904838,5759417728,6012958148,3.45,5.52,1
1.26,0.01,4866674971,5.55,11775978419,4595915925,12835030192,5766233601,5926512484,3.53,5.56,1
0.61,0.0,13890952360,14.81,35660265156,14116130746,34798023021,18941671857,18857590044,12.62,14.81,2
0.34,0.0,13730935252,13.31,34722632892,13912799711,31176713768,19311678616,18546175333,11.12,13.31,2
0.41,0.0,13356152947,13.87,35172707617,13456147336,32707145302,18765062030,18344926748,11.92,13.88,2
0.37,0.0,13678358703,13.24,35769844441,13559984689,31117786755,18719623992,18922689271,11.1,13.25,2
0.28,0.0,13429994711,13.07,34825040966,13392083248,30736544409,18919450096,18325915565,11.12,13.08,2
0.31,0.0,13944876519,13.66,35513757213,13567041743,31857722629,18860431596,18973282076,11.29,13.66,2
0.43,0.0,13799541832,13.85,36108670417,13612209887,32642558267,18431952318,19115101803,11.63,13.85,2
0.29,0.0,13492573619,13.37,36307126138,13556674641,31506932400,18788812911,19011617468,11.18,13.38,2
0.28,0.0,13441120761,13.5,35502169017,13681881166,31555861240,19017927618,18859610748,11.15,13.5,2
0.3,0.0,13220550849,13.48,36049770349,13399900764,31588537555,18621640290,19186542990,11.21,13.49,2
0.23,0.0,13503818425,13.53,35002334568,13201116412,31639250830,18651268306,18817325374,11.5,13.54,2
0.33,0.0,13461345159,13.28,35652693653,13136470879,31136677354,18284178361,18943362048,11.3,13.28,2
0.35,0.0,13516050656,13.41,34794739339,13566706712,31429978381,18985083582,18581685313,11.33,13.42,2
0.34,0.0,13437905146,13.49,36090647364,13329689656,31625365021,18575586850,19099450460,11.37,13.5,2
0.61,0.0,13825637766,14.23,35403515426,13559938557,33260172500,18755378140,18783176225,12.04,14.23,2
0.39,0.0,13373001359,13.61,36037755242,13499028124,31836949398,18758471899,18855377283,11.53,13.61,2
2.68,0.03,1222262204,2.11,3163209865,1189102523,4717480937,1492390941,1536632326,0.38,2.12,0
2.88,0.02,1249505749,2.21,3541485249,1328298378,4936600248,1521804768,1567326265,0.46,2.21,0
2.4,0.02,1326866862,2.53,3775698584,1437192861,5669540210,1608681225,1731771295,0.7,2.54,0
2.0,0.02,1674782915,3.12,4509598357,1525728833,6946318887,2132358972,2113289534,1.21,3.13,0
2.13,0.02,1682154689,3.49,4878295767,1614840060,7900894784,2311071069,2339623667,1.52,3.51,0
1.22,0.01,3095109759,7.19,10761877614,3002873692,15654747593,5202133857,5134756910,4.38,7.21,0
1.36,0.01,2813515564,6.67,9562774064,2790846040,15014300634,4553412510,4557138058,3.96,6.69,0
1.69,0.01,2594454646,6.26,8525444974,2659926320,14246827678,4045291440,4055961777,3.44,6.28,0
0.9,0.01,4076696857,9.83,13944055335,3874916078,22151958495,6599989428,6714087850,6.28,9.86,0
1.13,0.01,3155636472,8.91,10986724384,3273194945,20398752011,5266165187,5348453395,5.74,8.94,0
1.19,0.01,3369177367,8.53,10864084506,3206317592,19596460983,5280224506,5201689608,5.45,8.55,0
1.08,0.01,3949630187,11.87,13960872692,4065682864,27201163312,6730230572,6774078575,8.18,11.91,0
0.54,0.0,9379668777,24.77,35468708001,9461795334,55593911115,16740344120,16880771004,18.67,24.82,0
0.75,0.0,6530439120,19.42,23442715656,6290181253,44395145601,11323040423,11459974351,14.36,19.47,0
0.61,0.0,8967823790,26.36,33615820061,8868984974,60041386666,16070457018,16143146520,20.05,26.41,0
0.51,0.0,11796036290,35.53,46662577958,11897871017,80200094702,22115422947,22271493856,28.45,35.6,0
1.54,0.01,2043556029,3.67,6408886604,1902724149,8355321370,3144105522,3066136062,1.92,3.68,1
1.8,0.01,1922134640,3.6,6494787494,1806063502,8349107569,3077710146,2959370050,1.93,3.61,1
1.47,0.02,2125209890,4.11,6810738346,1962000429,9400414414,3247383090,3269362940,2.19,4.11,1
1.7,0.01,2028393881,4.45,7559937812,2229938975,10261691652,3351782492,3488153384,2.56,4.46,1
1.32,0.01,2621073703,5.93,9741026988,2659985310,13381898325,4444625714,4522820294,3.71,5.94,1
1.31,0.01,2556985294,5.9,9714279835,2676066518,13595560832,4405541179,4511982485,3.75,5.91,1
0.95,0.01,3849434680,9.07,14286996956,3879719271,20452521291,6597682203,6745457523,6.04,9.09,1
0.84,0.01,5651051357,13.75,21719280277,5719676940,30607869446,10132686469,10177077953,9.74,13.77,1
1.25,0.01,3408416329,8.89,12478246415,3375776381,20544799768,5864664264,5862116570,6.05,8.91,1
0.67,0.0,6315997708,16.1,23957742454,6081948848,36414466835,11366446742,11400625410,12.05,16.13,1
0.71,0.0,6873026691,17.4,26526819684,6647633482,39447182541,12593727562,12538086714,13.06,17.44,1
0.54,0.0,8729399984,21.7,33536118551,8408525284,49085898381,15807471239,15868408501,16.55,21.74,1
0.76,0.01,5657160160,15.44,21170932919,5769118428,35509205216,10021681458,10187193954,10.73,15.48,1
0.54,0.0,10741254542,30.53,42470482648,10630480623,69342481984,19968810480,20204933594,24.24,30.58,1
0.58,0.0,10051202826,29.75,37516392191,9726545965,68176391976,18137250514,18257428560,22.67,29.81,1
0.66,0.0,8871104901,27.94,33230068716,8577798099,64386296238,16263994813,16278526563,21.31,28.01,1
0.69,0.01,5224715509,11.88,21511868013,5092972015,27783069482,10698077710,10712357401,9.83,11.89,2
0.66,0.01,4989725634,11.69,20973115815,4902210691,27464943589,10664596744,10507456008,9.99,11.7,2
0.6,0.0,5818699736,13.61,23018263443,5586549516,31865392490,11492071347,11421613110,11.29,13.62,2
0.68,0.0,5856146687,14.8,24179006857,5668157658,33985014369,12135949404,12056623979,12.59,14.81,2
0.64,0.01,5969241381,15.03,25473051523,6149541210,34938707790,12503225644,12636251784,12.87,15.05,2
0.63,0.0,6034699358,15.37,25475539757,6090650945,35981782894,12547996004,12592286089,13.0,15.38,2
0.67,0.0,6404629863,16.93,27019185348,6403430870,39576787628,13194781098,13258080424,14.27,16.95,2
0.62,0.0,8633849459,22.23,36516336920,8382252395,51271920781,17475998531,17370185395,18.66,22.26,2
0.6,0.0,7583708725,20.03,33273860304,7638666733,46540704170,15756940563,15742184296,16.69,20.06,2
0.58,0.0,9408317464,24.23,39793646713,8989397435,55964324619,18723151217,18710388553,20.37,24.26,2
0.51,0.0,10243133700,27.95,43511819117,10086726333,64453001642,20606906562,20592286234,23.06,27.99,2
0.48,0.0,12569075638,34.55,54441394679,12682989782,79573263815,25407446024,25525866082,29.11,34.6,2
0.71,0.0,8156753062,23.66,34795158882,8078704635,55311062935,16453667018,16527310303,19.2,23.7,2
0.51,0.0,12977438507,38.37,54034878728,12654539259,88582021135,25571088695,25697335309,31.89,38.43,2
0.65,0.0,9068758034,27.62,37028371641,8604478467,64789192607,17988429066,18027572891,22.37,27.68,2
0.48,0.0,16073877123,48.78,65242675077,15699382803,112193923422,31141086258,31052036350,40.03,48.86,2
2.01,0.02,1843440857,2.86,4431035825,1782496377,6477071819,2011280686,2168731592,0.89,2.86,0
2.27,0.02,1620703447,2.51,4006253581,1553969807,5864545572,1882037629,1808311913,0.88,2.52,0
2.21,0.01,1846411921,2.89,4664972596,1872828392,6658397647,2202459221,2161926718,0.95,2.89,0
2.11,0.02,1563367249,2.52,4058952082,1603755592,5896644449,1955648701,1895385240,0.87,2.53,0
2.18,0.02,1594504064,2.54,3867440149,1581550762,5870152619,1875399408,1956568738,0.89,2.55,0
2.42,0.02,1502912682,2.52,4109236658,1590536601,5866145858,1918053212,1967841681,0.9,2.53,0
2.04,0.02,1654184599,2.63,4090104208,1638688693,6116463085,1956575387,1911107650,0.94,2.63,0
2.08,0.02,1597438702,2.74,4365778182,1682319048,6404170703,1995799069,2148721712,1.0,2.74,0
2.09,0.02,1569162358,2.61,3872782989,1584113350,5954353453,1863127875,1909459140,0.96,2.61,0
1.79,0.02,1878127815,3.02,4687496710,1914105882,6889568214,2141424988,2300086089,1.01,3.02,0
2.11,0.02,1809354044,2.95,4504262984,1837187502,6780756068,2154443205,2154400077,1.02,2.96,0
2.21,0.02,1629072974,2.88,4375415663,1755059111,6640523640,2097543554,2160328958,1.08,2.89,0
2.08,0.01,1883305649,3.16,4786795714,2000885677,7240133689,2347435406,2365486273,1.09,3.17,0
1.88,0.01,1851128261,3.03,4519927939,1804662301,6948883732,2233467389,2157452515,1.08,3.04,0
1.59,0.02,1940558282,3.4,4415831067,1834066694,7732461644,2380827168,2427587927,1.34,3.4,0
1.62,0.01,2145049935,3.73,5368058711,2257578349,8527068142,2594023558,2652923482,1.38,3.74,0
1.15,0.01,3510421411,5.39,10088220317,3634648352,12514492746,4535305699,4662161260,3.36,5.4,1
1.34,0.01,3225583023,5.01,9065251356,3142874244,11641033416,4364781466,4254056035,3.31,5.02,1
1.5,0.01,3205458038,5.01,9636821184,3218614746,11765893128,4277651346,4313939751,3.34,5.02,1
1.28,0.01,3532401437,5.56,10363874846,3666276593,12859685590,4744937756,4850379409,3.31,5.56,1
1.02,0.01,3754457037,5.64,10230955564,3622767238,13116549484,4828333035,4794219477,3.4,5.65,1
0.95,0.01,4012957000,6.49,10911920653,3843788448,15103621315,5237350076,5300829190,3.93,6.49,1
1.28,0.01,3372472130,5.45,10195903076,3475865082,12708914693,4563433266,4678138662,3.47,5.46,1
1.01,0.01,3719288017,6.14,10784300504,3877134779,14190926837,4982538072,5109337273,3.74,6.15,1
1.01,0.01,3736487967,5.86,10562745813,3686795037,13524790291,4871364004,4856168668,3.6,5.86,1
1.06,0.01,3696025957,5.88,10404884246,3587133651,13578946664,4942652839,4829204397,3.61,5.89,1
0.98,0.01,3961722688,6.61,11041275630,3867349464,15263392505,5297273069,5290155462,4.03,6.62,1
1.01,0.01,3841271213,6.68,10981344950,3833942437,15332567451,5199570463,5354310962,4.12,6.69,1
1.09,0.01,3351793343,5.73,9914440377,3478245356,13244833605,4589413623,4675971881,3.88,5.74,1
1.19,0.01,3485126826,5.95,10625714606,3504090150,13913274207,4786841268,4914096581,3.87,5.95,1
1.15,0.01,3573311522,6.2,10699224362,3807842347,14367003536,4878739805,5084530068,3.89,6.21,1
1.1,0.01,3558996289,6.33,10282845546,3606478197,14790112484,5044133998,4926634685,4.1,6.35,1
1.37,0.0,10010823053,15.88,31866249726,10039103633,37433394898,13944256122,13954116445,14.0,15.89,2
0.65,0.0,9764609845,15.09,32490293309,9908432553,35526812276,14184038357,14267642198,12.99,15.1,2
0.74,0.0,9616910218,14.81,31784230354,9618773899,34966205791,13935649261,14079226675,13.03,14.82,2
0.5,0.0,10042605080,15.22,31967219874,9919812779,35797041402,14541711750,14406247434,12.96,15.23,2
0.62,0.0,10453289883,15.9,33072703103,10295714942,37310884496,14804531165,14712044065,13.33,15.91,2
